,title,company,job_info1,vacancy,job_context,job_res,emp_status,edu_req,exp_req,add_req,location,salary,other_bnf,comp_details,job_links
245,Server Optimizer and Administrator - Cloud Development Optimizer,Server Optimizer and Administrator - Cloud Development Optimizer,n/a,n/a,"Job Context
The primary job responsibilities of the cloud administrator are to work in coordination with the IT
department to develop and support cloud, windows or Unix infrastructure. They usually provide technical assistance on windows, cloud-based systems, and resolve operational problems. The professional will also assist in the administration of cloud service and a Windows server environment.","Job Responsibilities
Best practice in AWS operations
Keep up to date with new AWS services
Certified AWS Solutions Architect
Perform routine system administration activities such as adding/modifying/removing user access, installing upgrades and patches, maintaining backups and restores, running scheduled processes
Hands-on experience building, delivering, and managing cloud IaaS environments using IaaS AWS platforms
Proficient in containerization tools such as Vagrant, Kubernetes, and Docker
Support and improve our tools for continuous build, automated testing and release
management process from development to production which is AWS
Lead a team of up to seven highly skilled engineers
Implement and maintains a 'self-service' Public Cloud PaaS enabling product and project teams to select and deploy environments for development, testing and live without the need for a Public Cloud Infrastructure Developers - effectively the process for deploying environments is fully automated (genuinely self-service) in a controlled and consistent way
Ensure scalability, reliability, security and efficiency of Sainsbury's systems
Any other tasks assigned by authority.","Employment Status
Full-time","Educational Requirements
Bachelor in Engineering (BEngg) in CSE, Software Engineering,","Experience Requirements
At least 2 year(s)","Additional Requirements
Age 24 to 30 years
Both males and females are allowed to apply
Experience in designing and/or developing infrastructure, configuration and deployment automation at large scale/high complexity
2+ years professional software development / programming experience in Python, Ruby and modern JavaScript, Java, C++, C#
Practical experience with virtualization, storage and networking technologies such as VMware ESXi, KVM, HyperV, Ceph, OpenVSwitch
Bi-lingual English and Mandarin is an advantage
Scripting knowledge using Bash, PowerShell, and Python
Experience of working with Cloud technologies","Job Location
Dhaka","Salary
Negotiable
As per company policy.",n/a,"Published On
17 Jan 2023
Company Information
DMFR Molecular Lab & Diagnostics Ltd.
Address : Navana Newbury Place, 7th Floor, 4/1/A, Sobhanbag, Dhanmondi, Dhaka.
Web : https://mdxdmfr.com
Business : DMFR Molecular Lab & Diagnostics BD Ltd. is premier Diagnostics Service Provider known for its advance state-of- art Technology, Quality & Service driven Medical Care. DMFR aims to become National Network of Highly Automated and Sophisticated Laboratory with Accuracy, Quality, Technology, Standards, Ethics and Customer Satisfaction. DMFR Diagnostics has focused on introducing the latest technology in Laboratory Testing e.g. First time in private sector BSL-3 facility with Molecular Diagnostics, and complete range of Oncology Investigations with Flow Cytometry. DMFR offers Multi-disciplinary International Standard Compliant Diagnostic facility at Dhaka.",https://jobs.bdjobs.com/jobdetails.asp?id=1115098&fcatId=8&ln=1
246,Software QA Engineer,Software QA Engineer,n/a,n/a,"Job Context
A software QA lead is a professional who uses their analytical and coding skills to locate, troubleshoot, and repair procedural issues that lead to code flaws and application bugs. Software QA leads will use a combination of application-testing frameworks, user reports, and customized testing procedures to locate these problems and rectify them before the product is launched. They lead the charge in preparing hotfixes should software bugs slip through in the initial launch or subsequent updates. They are best supported by customer service personnel who can aggregate user feedback and other IT staff such as developers, administrators, and computer technicians.","Job Responsibilities
Create and design application and software testing processes
Monitor system and software functionality
Ensure offerings are entirely functional and provide quality assurance for software products
Automated testing and problem-solving of various tasks that work towards a development process
Advise best practices and optimizations throughout testing and bug-fixing processes
Collaborate with fellow software QA leads to develop test plans and new approaches for seeking out bugs and exploits in end-user-facing applications
Establish and implement rigorous reporting and automated monitoring systems
Establish creative direction for the company within brand guidelines
Manage multiple projects within design specifications and budget restrictions
Implement feedback and changes whenever possible
Any other tasks assigned by authority.","Employment Status
Full-time","Educational Requirements
Bachelor in Engineering (BEngg) in CSE, Software Engineering,","Experience Requirements
At least 2 year(s)
The applicants should have experience in the following area(s):
SQA","Additional Requirements
Age 24 to 30 years
Both males and females are allowed to apply
Strong personnel management skills
Strong written and verbal communication skills working with software development teams
Analytical approach to troubleshooting
Time management skills and organizational skills
Attention to detail
Familiarity with company-recommended QA rubrics and software development frameworks.","Job Location
Dhaka","Salary
Negotiable
As per company policy.",n/a,"Published On
17 Jan 2023
Company Information
DMFR Molecular Lab & Diagnostics Ltd.
Address : Navana Newbury Place, 7th Floor, 4/1/A, Sobhanbag, Dhanmondi, Dhaka.
Web : https://mdxdmfr.com
Business : DMFR Molecular Lab & Diagnostics BD Ltd. is premier Diagnostics Service Provider known for its advance state-of- art Technology, Quality & Service driven Medical Care. DMFR aims to become National Network of Highly Automated and Sophisticated Laboratory with Accuracy, Quality, Technology, Standards, Ethics and Customer Satisfaction. DMFR Diagnostics has focused on introducing the latest technology in Laboratory Testing e.g. First time in private sector BSL-3 facility with Molecular Diagnostics, and complete range of Oncology Investigations with Flow Cytometry. DMFR offers Multi-disciplinary International Standard Compliant Diagnostic facility at Dhaka.",https://jobs.bdjobs.com/jobdetails.asp?id=1115101&fcatId=8&ln=1
247,Full Stack Web Developer,Full Stack Web Developer,n/a,n/a,"Job Context
We are looking for a Senior/Mid Level full stack web developer to build and customize functional and efficient web applications with airtable, integrate with different tools through api . If you have love for full stack development and exploring new technologies also have keen eye for detail and problem solving skill then you are most welcome to apply
Full Stack Web Developer ( Senior / Mid Level) needed with experience in Airtable","Job Responsibilities
Write programs of existing applications and develop new applications using relevant tools, software, framework, platform and database as per need.
Understand software/website requirements specification and architecture thoroughly.
Bug fixing, troubleshooting, and resolving problems of existing or current projects.
Collaborate with software team members to determine best practices and client requirements.
Professionally maintain all software and create updates regularly to address customer and company concerns.
Learn new tools and technologies as per need
Software performance, quality, and responsiveness.
Write well-designed, efficient code by using the best software development.
Develop projects with object-oriented programming, data structure, and algorithms.
Design database and optimize queries for better performance.
Perform roadmap, planning, and experimentation.
Prepare or implement software documentation or software manual for multiple user levels.
Any other task assigned by the Management.
Develop, implement and integrate api","Employment Status
Full-time","Experience Requirements
At least 3 year(s)
The applicants should have experience in the following area(s):
Full Stack Development",n/a,"Additional Requirements
Age 26 to 40 years
Both males and females are allowed to apply
Excellent programming skills Strong object-oriented programming and design skills
Experience with relational databases
Excellent experience with JS based web applications development
Restful api development and integrations
Ability to build and maintain positive relationships with colleagues.
Excellent communication skills in English and Bangla (speaking and writing).
Willingness to go the extra mile when needed.
Hardworking, passionate, Punctual & Time management.
The quality-minded approach throughout the Software Development Life Cycle.
Approaching very structured and systematic work.
Ensuring the systems are functioning properly and helping the business run smoothly.
Responsibilities for the deadline and quality of the services.
Client first attitude","Job Location
Dhaka (Uttara West)","Salary
Tk. 50000 - 60000 (Monthly)","Compensation & Other Benefits
Weekly 2 holidays
Lunch Facilities: Full Subsidize
Salary Review: Yearly
Festival Bonus: 2
Unlimited Hot Beverage Service","Published On
17 Jan 2023
Company Information
Guardvision Monitoring BD Ltd
Address : Plot 5, Road: 7/d, Sector: 9, Uttara, Dhaka-1230
Web : https://guardvision.com/",https://jobs.bdjobs.com/jobdetails.asp?id=1116637&fcatId=8&ln=1
248,Young Professional (Data Science/ SQA),Young Professional (Data Science/ SQA),n/a,n/a,"Job Context
Business Automation is a pioneering ITES company of Bangladesh with both local and global footprints. It has over 23 years of experience under its belt with more than 300 clients and achieved 12 local and international Awards. We are the leading company in Online One Stop Services (OSS), Queue Management Systems (Queue Pro), etc in the local market. Now we are actively looking for dynamic, self-motivated, and fresher personnel to join our winning Application Team as Young Professionals (Data Science/ SQA). At Business Automation, we empower our team members to reach their fullest potential. If you are interested to work in an established and good work environment then you can submit your resume for that job.","Job Responsibilities
Receive client support requests and complaints over the phone, online, or directly face-to-face.
Provide support, identify problems' root causes, and provide solutions accordingly.
Keep a record of each support and complaint details after providing solutions.
Have to visit the client's site when required.
Resolve hardware, software, and connectivity problems and determine the source of computer problems and provide solutions accordingly.
Provide IT support to end users e.g. end user's Desktop, Laptop, and other IT accessories.
Perform other duties assigned by Team Leader when required.","Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in CSE from any reputed University. May be relaxed in case of experience.",n/a,"Additional Requirements
Age 21 to 25 years
Both males and females are allowed to apply
Good oral communication skills.
Good listening skills and analytical skills.","Job Location
Dhaka (Mirpur)",n/a,"Compensation & Other Benefits
Festival Bonus: 2
Yearly increment based on performance
Provident Fund
Annual, casual, medical leave as per company policy
Short leave as per company policy
Maternity leave as per company policy
Training leave as per company policy
Training costs are paid by the company as per company policy
Self-learning opportunities, professional training & sessions.
Opportunity to work with a friendly and creative team","Published On
17 Jan 2023
Company Information
Business Automation Ltd.
Address : ICT Park, BDBL Building, 9th floor, 12 Kawran Bazar, Dhaka-1215
Web : www.batworld.com
Business : IT",https://jobs.bdjobs.com/jobdetails.asp?id=1116920&fcatId=8&ln=1
249,Head of ICT,Head of ICT,n/a,n/a,"Job Context
The person must be capable of performing the software design, development, configuration, integration, implementation and maintenance of a given solution based on enterprise middleware technologies at corporate level. Development with net or Oracle Environment","Job Responsibilities
Design & development of Oracle based ERP software
Handful and sound knowledge of building desktop & web-based solution especially on Oracle developer suite 19c & Oracle APEX
Experienced in oracle10g forms & reports
Develop & implement modern and responsive UI for the web and mobile device
Writing reusable, testable and efficient programming code
Clear concept of web development tools like HTML, CSS, JavaScript etc.
Sound knowledge on SQL and PL/SQL program
Abilities to work with Web API
Basic knowledge on windows and Linux operating system
Strong knowledge on networking, network programing and internet related terms
Oracle certification program such as OCP, DBA etc. shall be given preference","Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in CSE","Experience Requirements
At least 7 year(s)","Additional Requirements
Age 35 to 45 years
Only males are allowed to apply
At least 8 years of working experience on aforementioned field
For suitable candidates age are negotiable","Job Location
Anywhere in Bangladesh","Salary
Negotiable","Compensation & Other Benefits
Mobile bill, Provident fund, Weekly 2 holidays, Insurance, Gratuity
Salary Review: Yearly
Festival Bonus: 2","Published On
17 Jan 2023
Company Information
A Fast-Growing Life Insurance",https://jobs.bdjobs.com/jobdetails.asp?id=1116687&fcatId=8&ln=1
250,Young Professional (UI/UX),Young Professional (UI/UX),n/a,n/a,"Job Context
Business Automation is a pioneering ITES company in Bangladesh with both local and global footprints. It has over 23 years of experience under its belt with more than 300 clients and achieved 12 local and international Awards. We are the leading company in Online One Stop Services (OSS), Queue Management Systems (Queue Pro), etc in the local market. Now we are actively looking for dynamic, self-motivated, and fresher personnel to join our winning Application Team as Young Professionals (UI/ UX Design). At Business Automation, we empower our team members to reach their fullest potential. If you are interested to work in an established and good work environment then you can submit your resume for that job.","Job Responsibilities
Conceptualizing creative ideas with clients.
Testing and improving the design of the website.
Establishing design guidelines, standards, and best practices.
Communicating design ideas using user flows, process flows, site maps, and wireframes.
Incorporating functionalities and features into websites.
Preparing design plans and presenting the website structure.
Collaborate with UX, marketing, engineering, and other teams.","Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in CSE or Any Related Subject from any reputed University. May be relaxed in case of experience.",n/a,"Additional Requirements
Age at least 22 years
Good understanding of search engine optimization principles.
Proficient understanding of cross-browser compatibility issues.
Excellent visual design skills.
Up-to-date experience with international web protocols, standards, and technologies.
Adaptable and willing to learn new techniques.
Knowledge of wireframe tools (e.g. Figma, Adobe XD, Axure RP)
Up-to-date knowledge of design software like Adobe Illustrator and Photoshop
Awareness of UI/UX principles
Basic knowledge in HTML5, CSS3, Bootstrap, jQuery","Job Location
Dhaka (Mirpur)","Salary
Negotiable","Compensation & Other Benefits
Festival Bonus: 2
Yearly increment based on performance
Provident Fund
Annual, casual, medical leave as per company policy
Short leave as per company policy
Maternity leave as per company policy
Training leave as per company policy
Training costs are paid by the company as per company policy
Self-learning opportunities, professional training & sessions.
Opportunity to work with a friendly and creative team","Published On
17 Jan 2023
Company Information
Business Automation Ltd.
Address : ICT Park, BDBL Building, 9th floor, 12 Kawran Bazar, Dhaka-1215
Web : www.batworld.com
Business : IT",https://jobs.bdjobs.com/jobdetails.asp?id=1116898&fcatId=8&ln=1
251,iOS Developer,iOS Developer,n/a,n/a,"Job Context
Nexdecade Technology (Pvt.) Ltd. leading value added service provider in Bangladesh. We are working with all mobile telecom operators more than 12 years with different services. Currently we are managing more than 20 million customers, we are the pioneer in development for OTT / IPTV / IOT platform in Bangladesh. We got 200+ employee, Member of Basis and licensed operator from BTRC.
We are looking for experienced/mid level professionals who are passionate about building highly available, robust and scalable streaming platform, like to be challenged and encouraged to learn and grow professionally? If you have experience in android/iOS application development, developing big data solutions, leveraging tools such as Apache, Redis, Kafka and are interested in dev teams embracing cloud technologies, come and talk to us.
Develop and design application for iOS/Apple devices and provide operational support for the development applications.
Job Location: Panthapath, Dhaka","Job Responsibilities
Develop applications for iOS platform based on client requirements and specifications.
Provide operational support for developed applications in production ensuring quality and performance.
Collaborate with clients and cross-functional development teams in all areas of work.","Employment Status
Full-time","Educational Requirements
B.Sc in Computer Science from any reputed University","Experience Requirements
At least 1 year(s)","Additional Requirements
Good understanding in iOS application design (MVC/MVVM/Clean Swift),
Proficient in development with Swift following industry standards and practices.
Solid concepts of basics like OOP, SOA, and system integration with third-party libraries and platforms.
Proven experience with mid-scale to large-scale projects.","Job Location
Dhaka","Salary
Negotiable
Most competitive & attractive package in the industry waiting for the deserving candidates Other Benefits: As per company policy and rules","Compensation & Other Benefits
As per company policy and rules
An excellent culture, we encourage collaboration, growth and learning amongst the team.
A competitive salary and consideration for equity.
An ability to directly influence the direction of the Nexdecade's product and business.
An autonomous and flexible role where you will be trusted with key tasks.
An opportunity to have real impact and be part of a company with purpose.
A flexible workplace environment.
Salary Review: Yearly
Festival Bonus: 2 (Two)","Published On
17 Jan 2023
Company Information
Nexdecade Technology (Pvt.) Ltd
Business : Nexdecade Technology (Pvt.) Ltd. is leading value added service provider in Bangladesh. We have been working with all mobile telecom operators for more than 12 years with different services. Currently we are managing more than 1.5 million customers, we are the pioneer in development for OTT / IPTV / IOT platform in Bangladesh. We got 172 employees, Member of Basis and licensed operator from BTRC”",https://jobs.bdjobs.com/jobdetails.asp?id=1116860&fcatId=8&ln=1
252,Flutter Developer,Flutter Developer,n/a,n/a,"Job Context
Business Automation is a pioneering ITES company in Bangladesh with both a local and global footprint. It has over 24 years of experience under its belt with more than 300 clients and achieved 12 local and international Awards. Now we are going to sign of success in Mobile Apps and Games Development. For this purpose, we actively seek dynamic, self-motivated, and experienced personnel to join our Mobile Apps and Games Development team as Flutter developers. At Business Automation, we empower our team members to reach their fullest potential. If you are ready to take challenges in the era of mobile application development & build your career as a Flutter developer then you are welcome to submit your resume.","Job Responsibilities
Strong Problem Solving Skills (Data Structure & Algorithm) is our high priority.
Experience with Flutter Widgets, Animation, UI Design, and State Management.
Ability to make effective, smooth-running, and perfect UIs across both iOS and Android mobile platforms.
Interaction with the back-end developer in the process of integrating the RESTful API.
Familiarity with Firebase Real-time Database, Fire store Database, and Push Notification.
Familiarity with native build tools like XCode and/or Android Studio.
Develop organized, well-written, and clean code.
Can write code for Test Driven Development.
Should have experience using version control systems (Git and/or GitHub).
Knowledge of {functional and object-oriented} programming.","Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in CSE, IT, Software Engineering, or other relevant backgrounds from any reputed university.","Experience Requirements
At least 3 year(s)","Additional Requirements
Age at least 22 years
Both males and females are allowed to apply
Hands-on experience on the Entire App Life Cycle - Concept, Design, Build, Deploy, Test, Release to AppStore/Google Play, and Support
Knowledge in programming and problem-solving. Activities in Stake Overflow are appreciated.
Experience with third-party libraries and APIs
Database/Persistence layer implementation (SQLite, Room, etc.)
Must be interested in taking challenges and learning with a hard-working attitude.
At least 3 years in mobile application dev. where 2 years in Flutter dev.","Job Location
Rajshahi","Salary
Negotiable","Compensation & Other Benefits
Festival Bonus: 2
Yearly increment based on performance
Lunch (partially subsidized)
Provident Fund
Annual, casual, medical leave as per company policy
Short leave as per company policy
Maternity leave as per company policy
Training leave as per company policy
Training costs paid by the company as per company policy
Self-learning opportunities, professional training & sessions.
Opportunity to work with a friendly and creative team","Published On
17 Jan 2023
Company Information
Business Automation Ltd.
Address : ICT Park, BDBL Building, 9th floor, 12 Kawran Bazar, Dhaka-1215
Web : www.batworld.com
Business : IT",https://jobs.bdjobs.com/jobdetails.asp?id=1116874&fcatId=8&ln=1
253,SEO Expert cum Support Engineer,SEO Expert cum Support Engineer,n/a,n/a,"Job Context
We are looking for a SEO expert and support staff for our IT company.","Job Responsibilities
Digital Marketing
Search engine optimization
Social media marketing
Update our webpage content
Write article on our blog weekly.
Provide customer support to our domain hosting customer and attend live chat support.
Reply on support ticket and fix domain, hosting or web problem","Employment Status
Full-time","Educational Requirements
Diploma in Computer, HSC, Bachelor in Engineering (BEngg) in Computer Engineering
Educational Qualification optional if candidate is expert in our required particular sector.
Skills Required: Hosting, PHP, SEO and Digital Marketing, WordPress","Experience Requirements
At least 2 year(s)
The applicants should have experience in the following area(s):
domain, Hosting, Search Engine Optimization (SEO), WordPress
The applicants should have experience in the following business area(s):
IT Enabled Service
Freshers are also encouraged to apply.","Additional Requirements
Age 18 to 32 years
Only males are allowed to apply","Job Location
Bogura (Bogura Sadar)","Salary
Negotiable
Yearly salary revision based on performance monthly increment","Compensation & Other Benefits
Performance bonus
Salary Review: Yearly
Festival Bonus: 2","Published On
17 Jan 2023
Company Information
Cyber Developer BD
Address : Opposite of Bengal LP Gas, Uposhohor Main Road, Bogura
Web : https://www.cyberdeveloperbd.com/
Business : We are providing domain, hosting, web design and software development service on more then 30 countries including Bangladesh since 2012",https://jobs.bdjobs.com/jobdetails.asp?id=1116596&fcatId=8&ln=3
254,Network Engineer,Network Engineer,n/a,n/a,"Job Context
We are a fast-growing ICT and a leading system integrator in the country. Aiming to become the leading global IT solution provider with disruptive innovation, and futuristic services and solutions. As one of the largest IT service providers in the country and are actively looking for a dynamic, self-motivated and experienced personnel to join our winning team as Network Engineer.","Job Responsibilities
Establishes and maintains network performance
Installing, configuring and supporting network equipment including routers, proxy servers, switches, WAN accelerators, DNS and DHCP
Troubleshoots network problems.
IP address auditing
Establishes networking environment by designing system configuration and directing system installation
Updates data servers and network equipment
Maximizes performance by troubleshooting network problems and outages and scheduling upgrades
Provide project support to ensure network availability within the project scope
Secures network system by establishing and enforcing policies and defining and monitoring access","Employment Status
Full-time","Educational Requirements
B.Sc in any discipline, preferably in Computer Science, from any reputed local or foreign university
Certification and training on System administration and Network administration would be added advantage","Experience Requirements
At least 1 year(s)
The applicants should have experience in the following area(s):
Networking, Telecommunication or ISP field work, WAN","Additional Requirements
Age at least 20 years
Must be technically skilled in diagnosing, troubleshooting and resolving hardware and network problems
Excellent analytical and problem solving skills
An ability to learn new technologies quickly
Ability to coordinate with service providers/stakeholders
Knowledge on LAN/WAN design and implementation using enterprise routers and switches would be added advantage
Ability to work in a team","Job Location
Kushtia","Salary
Negotiable",n/a,"Published On
17 Jan 2023
Company Information
Leading IT solution & Service provider company
Business : Internet service provider (ISP),
IP Telephony Service,
VIdeo Conferencing,
Data Center Service,
Very-small-aperture terminal (VSAT) Hub,
International Internet Gateway (IIG),
International Gateway (IGW),
Multiprotocol Label Switching (MPLS),
International Private Leased Circuit (IPLC ),
Satellite-Based Service.",https://jobs.bdjobs.com/jobdetails.asp?id=1114646&fcatId=8&ln=1
255,Deputy Manager/Manager; Onsite Engineer (Cloud).,Deputy Manager/Manager; Onsite Engineer (Cloud).,n/a,n/a,"Job Responsibilities
Responsible for managing Google Cloud (GCP): Responsible for Creating, Upgrading and Modifying GCP resources like: VMs, Disks, Cloud Bucket, Snapshot, etc.
Implementing and configuring firewall rules and policy to improve cloud security.
GCP network configuration: managing GCP custom VPC, VPN tunneling, VPC peering.
Responsible for Building and deploying Docker images to the Google Kubernetes cluster.
Perform all BASH and Python scripting to optimize and automate the System
Responsible for Building, configuring, patching, upgrading, and troubleshooting all Servers hosting in GCP.
Responsible for all Administrative tasks such as Backup/Recovery, Security Scans, and monitoring all.
Responsible for Installing SSL certificates in almost every platform, including Apache, Nginx, Tom Cat, and Load balancer etc.
Perform installation, configuration, and administration of Linux servers running on Redhat Linux, Centos, Ubuntu, Debian, rocky Linux, and Windows Server 2008, 2016, 2019.
Servers using Prometheus and Grafana from kubernetes clusters.
Provide support to different Vendors, Wed developers and ERP team.",n/a,"Employment Status
Full-time","Educational Requirements
Bachelor (EEE/CSE/ECE/ETE)
Preferred Professional Certification: GCP,AWS
Skills Required: Ability to Work Under Pressure, Cloud Service, Excellent verbal communication skills in English, Problem solving and decision making, project coordination, System Administrator, Team player","Experience Requirements
7 to 11 year(s)
The applicants should have experience in the following area(s):
ISP","Additional Requirements
Age 30 to 35 years
Only males are allowed to apply
Successful previous experience as cloud service & solution (Linux & Azure/GCP/AWS) activity such as installation, configuration, and administration in multinational/pvt company/service provider.","Job Location
Dhaka","Salary
Negotiable","Compensation & Other Benefits
T/A, Mobile bill, Profit share, Provident fund, Weekly 2 holidays, Gratuity
Salary Review: Yearly
Festival Bonus: 2","Published On
17 Jan 2023
Company Information
BRACNet Limited
Address : Navana Yousuf Infinity (7th Floor) 16, Mohakhali (Near Titumir College), Gulshan, Dhaka-1212. Tel: +88029893333
Web : www.bracnet.net",https://jobs.bdjobs.com/jobdetails.asp?id=1116684&fcatId=8&ln=1
256,Senior Software Engineer,Senior Software Engineer,n/a,n/a,"Job Responsibilities
Leading/participating to technology research projects / global software & technology product development projects.
Must have domain knowledge about (Supply chain, Financial Accounting, & HRM).
Requirement Analysis and modeling, Design, development, unit testing, deployment and defect resolution of new and existing custom development projects, products.
Responsible for end-to-end development of assigned coding.
Good skills in UI management using Bootstrap, jQuery, Razor View, Material Design. Angular4, CSS, Telerik RAD controls, ajax toolkit and Kendo UI preferred.
Must have an advanced level experience in ASP.Net MVC 5, ASP.Net Core 2.2, ASP.Net Web API, Entity Framework 6, LINQ, C#.NET, ADO.NET, Crystal reports, CSS/HTML5, Java Script, Node.js, Angular4, Type Scripts, DHTMLX, HTML5, CSS3, JQuery.
Knowledge of Design Pattern methodologies and Object Oriented Programming.",n/a,"Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in Computer Science Engineering
Masters / Graduation in Computer Science/ Engineering / Software Engineering or any other relevant knowledge areas.","Experience Requirements
At least 5 year(s)","Additional Requirements
Age at least 30 years
Only males are allowed to apply
5+ years of proven experience in relevant areas with superior skills in the following -
System Analysis and Modeling
System Design and Modeling
Technical Documentation
Process Engineering
Expertise and experience in multiple software development technologies as mentioned below
Ability to meet deadlines and achieve specified results.
Must have a depth knowledge in SQL Server 2012 and above
Must have a development experience with large-scale web development.
Must have an experience with N-tiered applications.
Ability to write complex T-SQL, Triggers, Functions, and Store Procedures.
Excellent communication skills.
Familiar with Team Foundation Server.
Learning and Hardworking minded, Able to Learn, Think and Act quickly","Job Location
Dhaka","Salary
Negotiable","Compensation & Other Benefits
Mobile bill, Weekly 2 holidays
Salary Review: Yearly
Festival Bonus: 2","Published On
17 Jan 2023
Company Information
Omega Exim Ltd.
Address : 44 F/6, M.O.D Castle, West Panthapath, Dhaka - 1215, Bangladesh
Web : www.omegaeximltd.com",https://jobs.bdjobs.com/jobdetails.asp?id=1116655&fcatId=8&ln=1
257,Trainee Software Engineer,Trainee Software Engineer,n/a,n/a,"Job Context
TechnoNext (New Software & IT venture of US Bangla Group) is looking for self-motivated professionals to be a part of the software development team specially skilled in Java (SpringBoot), Java Script (NodeJS, NextJS, ReactJS), .Net and other popular software languages.","Job Responsibilities
Need to know/quickly learn advanced Java (SpringBoot), Java Script (NodeJS, NextJS, ReactJS etc.)
Design and build web and enterprise application using Java SpringBoot, Java Script (NodeJS, NextJS, ReactJS etc.)
Collaborate with cross-functional teams to analyze, design, and implement new features.
Follow defined coding rules/conventions defined by the company.
Perform Unit test and ensure proper test coverage as per organizational standard.
Prepare basic design, detail design, execute basic acceptance testing.
Follow review process for peer review to code delivery.
Participate in defined meeting as per company policy.
Achieve the goals set by the project manager etc.","Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in Computer Science, Software Engineering from BUET/ DU/IUT/RUET/CUET/KUET/SUST/JU",n/a,"Additional Requirements
Age 22 to 28 years
Both males and females are allowed to apply
Excellent knowledge of Relational Databases MYSQL, ORACLE and ORM technologies (JPA, Hibernate).
Experienced in other Java technologies like Java SpringBoot are highly encouraged to apply.
Strong understanding on Object-Oriented analysis and design using common design patterns.
Good analytical and problem-solving skills.
Project experience in Spring Boot, Spring MVC,
Knowledge of Relational Databases MYSQL, ORACLE and ORM technologies (JPA, Hibernate).
Practical experience in REST & RESTful web services.
Skills in front-end technologies like ReactJS, any JS framework like NodeJS or NextJS, ReactJS
Experience in competitive programming will be given preference","Job Location
Dhaka","Salary
Tk. 30000 - 60000 (Monthly)
For CSE holder from BUET: 50000-60000 BDT per month For CSE holder from DU/IUT/RUET/CUET/KUET/SUST/JU: 40000-50000 BDT per month","Compensation & Other Benefits
Lunch Facilities: Full Subsidize
Snacks Facilities: Full Subsidize
Unlimited tea/coffee
Yearly Salary Review based on performance
Festival Bonus: 2 (Yearly)
Learning friendly working environment
Monthly on time guaranteed payment
Yearly Earned Leave, Sick Leave and Casual Leave facility and many more to come","Published On
17 Jan 2023
Company Information
US-Bangla Group
Address : House # 77, Sohrawardi Avenue, Baridhara Diplomatic Zone, Dhaka-1212.
Web : www.us-bangla.com
Business : Group of Companies (Airlines, Real Estate, Education, Medical, Leather Products, Electronics, Fashion, Courier/Air Express, Food Products, Media)",https://jobs.bdjobs.com/jobdetails.asp?id=1116644&fcatId=8&ln=1
258,Technical Writer,Technical Writer,"Key Selling Points
Excellent verbal and written communication skills.
Excellent writing and grammatical skills.
Excellent organizational skills and attention to detail.
Ability to present complex data in clear, concise text.
Ability to meet deadlines and to",n/a,"Job Context
We are looking for Technical Writer for our company Divergent Technologies Limited (www.divergenttechbd.com)` which is a leading information technology consulting, services, and business process outsourcing organization","Job Responsibilities
Writes and edits technical documents including reference manuals and product manuals.
Writes and edits procedural documentation such as user guides and manuals.
Determines the type of publication that will best serve the project requirements.
Meets with engineers, programmers, and project managers to learn about specific products or processes.
Researches product samples to fully understand product.
Assesses the audience needs for whom the technical and procedural documentation is intended; adjusts tone and technical terms used to meet those needs and to ensure understanding.
Plans writing processes and sets timelines and deadlines.
Creates or works with graphic designers to create diagrams, charts, and other visual aids to assist readers in understanding a product or process.
Gathers feedback from customers, designers, and manufacturers to improve technical documents.
Performs other related duties as assigned.","Employment Status
Full-time","Educational Requirements
Bachelor's degree in English, Technical Writing, or related field required.
One to Two years of related experience required","Experience Requirements
1 to 2 year(s)","Additional Requirements
Age 25 to 30 years
Only males are allowed to apply
Only males are allowed to apply.
The applicants those have experience in the following area(s):
Must have good oral communication skills with clear voice (Bangla & English)..
Must be mature, credible and comfortable in dealing with customers.
Good interpersonal skill.
Responsible, Reliable, Highly energetic, Polite and hardworking.","Job Location
Dhaka (Mohakhali)","Salary
Negotiable","Compensation & Other Benefits
Lunch Facilities: Partially Subsidize
Salary Review: Yearly
Festival Bonus: 2
Daily Snacks & Tea Free During Office Hours
Weekly 1 holidays","Published On
17 Jan 2023
Company Information
Divergent Technologies Limited
Address : Supernova Techno Ltd. High Tower | 8th Floor (Northern Side) 9 Bir Uttam A. K. Khandaker Sarak | Mohakhali C/A | Dhaka 1212
Web : http://www.supernovatechbd.com/",https://jobs.bdjobs.com/jobdetails.asp?id=1116249&fcatId=8&ln=1
